Category,Url,Product Title,SKU,Price,Save percent,Product list price,Image url,Product details,ProductFullDescriptionHtml,Theme,Feature,Number of Sinks,Finish,Type,Countertop Material,Collections,UPC,Sink Shape,Length,Material,Faucet Holes,Number of Basins,Shape,Installation Type,Gallons per Flush,Rough-In,LeverPlacement,Flush Type,Width,Front to Back,Depth,Height,Frame Finish,DoorType,Frame Type,GlassTickness,GlassType,Hardware Finish,Available Options,Manufacturer Resources,Product Gallery,About the Manufacturer,Collection
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050200000-geberit-noise-reduction-gasket-for-wall-mounted-toilets.html,Duravit 0050200000 Geberit Noise Reduction Gasket For Wall-Mounted Toilets,__@ 0050200000,__@ $81.27,__@  23%,__@ $105.00,https://www.kbauthority.com/images/T/33/51304_web2_prod_normal_2-01.jpg,"Duravit 0050200000 Geberit Noise Reduction Gasket For Wall-Mounted Toilets
SKU: 0050200000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050200000 Geberit Noise Reduction Gasket For Wall-Mounted Toilets</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0050200000</strong></h3>
</div>",,,,,,,,__@ 04021534003318,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050251000-multiple-outlet-bow-with-double-sleeve-chrome.html,Duravit 0050251000 Multiple Outlet Bow With Double Sleeve Chrome,__@ 0050251000,__@ $33.28,,,https://www.kbauthority.com/images/T/33/51326_web2_prod_normal_2-01.jpg,"Duravit 0050251000 Multiple Outlet Bow With Double Sleeve Chrome
		Multiple Outlet Bow With Double Sleeve Chrome","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<p>
<strong>Duravit 0050251000 Multiple Outlet Bow With Double Sleeve Chrome</strong></p>
<ul>
<li>
		Multiple Outlet Bow With Double Sleeve Chrome</li>
</ul>
</div>",,,,,,,,__@ 04021534003363,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050270092-multiple-siphon-for-bidet-1-1-4-inch-with-extended-outlet-pipe-chrome.html,Duravit 0050270092 Multiple Siphon For Bidet 1-1/4 Inch With Extended Outlet Pipe Chrome,__@ 0050270092,__@ $39.28,__@   2%,__@ $40.00,https://www.kbauthority.com/images/T/33/51337_web2_prod_normal_2-01.jpg,"Duravit 0050270092 Multiple Siphon For Bidet 1-1/4 Inch With Extended Outlet Pipe Chrome
SKU: 0050270092","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050270092 Multiple Siphon For Bidet 1-1/4 Inch With Extended Outlet Pipe Chrome</strong></h3>
<p>
	 </p>
<h3>
<strong>SKU: 0050270092</strong></h3>
</div>",,,,,,,,__@ 04021534326097,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050280000-multiple-fixing-set-for-undercounter-basins-for-stone-countertops.html,Duravit 0050280000 Multiple Fixing Set For Undercounter Basins For Stone Countertops,__@ 0050280000,__@ $36.28,,,https://www.kbauthority.com/images/T/33/51348_web2_prod_normal_2-01.jpg,"Duravit 0050280000 Multiple Fixing Set For Undercounter Basins For Stone Countertops
SKU: 0050280000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050280000 Multiple Fixing Set For Undercounter Basins For Stone Countertops</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0050280000</strong></h3>
</div>",,,,,,,,__@ 04021534003394,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050301000-multiple-fixing-set-for-urinals-caps-chrome.html,Duravit 0050301000 Multiple Fixing Set For Urinals Caps Chrome,__@ 0050301000,__@ $27.28,,,https://www.kbauthority.com/images/T/33/51359_web2_prod_normal_2-01.jpg,"Duravit 0050003010 Multiple Fixing Set For Urinals Caps Chrome
SKU: 0050003010","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050003010 Multiple Fixing Set For Urinals Caps Chrome</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0050003010</strong></h3>
</div>",,,,,,,,__@ 04021534154218,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050311092-multiple-pop-up-basin-waste-horizantal-level-tail-piece-included.html,Duravit 0050311092 Multiple Pop-UP Basin Waste Horizantal Level Tail-Piece Included,__@ 0050311092,__@ $90.27,__@  25%,__@ $120.00,https://www.kbauthority.com/images/T/22/51370_web2_prod_normal_2-01.jpg,"Duravit 0050311092 Multiple Pop-UP Basin Waste Horizantal Level Tail-Piece Included
SKU: 0050311092","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050311092 Multiple Pop-UP Basin Waste Horizantal Level Tail-Piece Included</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0050311092</strong></h3>
</div>",,,,,,,,__@ 04021534450549,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050361092-multiple-design-siphone-tail-piece-included.html,Duravit 0050361092 Multiple Design Siphone Tail-Piece Included,__@ 0050361092,__@ $177.66,__@  26%,__@ $240.00,https://www.kbauthority.com/images/T/33/51381_web2_prod_normal_2-01.jpg,"Duravit 0050361092 Multiple Design Siphone Tail-Piece Included
		For vanity units the space saving siphon is recommended
SKU: 0050361092","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<p>
<strong>Duravit 0050361092 Multiple Design Siphone Tail-Piece Included</strong></p>
<ul>
<li>
		For vanity units the space saving siphon is recommended</li>
</ul>
<p>
	 </p>
<p>
<strong>SKU: 0050361092</strong></p>
</div>",,,,,,,,__@ 04021534450501,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050371000-multiple-instalation-kit-for-stone-countertops-santosa.html,Duravit 0050371000 Multiple Instalation Kit For Stone Countertops Santosa,__@ 0050371000,__@ $33.28,,,https://www.kbauthority.com/images/T/33/51392_web2_prod_normal_2-01.jpg,"Duravit 0050371000 Multiple Instalation Kit For Stone Countertops Santosa
	SKU: 0050371000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<p> 
	Duravit 0050371000 Multiple Instalation Kit For Stone Countertops Santosa</p>
<p> 
	 </p>
<p> 
	SKU: 0050371000</p>
</div>",,,,,,,,__@ 04021534216565,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050381092-multiple-slotted-waste-tail-piece-included.html,Duravit 0050381092 Multiple Slotted Waste Tail-Piece Included,__@ 0050381092,__@ $90.27,__@  25%,__@ $120.00,https://www.kbauthority.com/images/T/33/51403_web2_prod_normal_2-01.jpg,"Duravit 0050381092 Multiple Slotted Waste Tail-Piece Included
SKU: 0050381092","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050381092 Multiple Slotted Waste Tail-Piece Included</strong></h3>
<h3>
<strong></strong></h3>
<h3>
<strong>SKU: 0050381092 </strong></h3>
</div>",,,,,,,,__@ 04021534450525,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050401000-multiple-drain-cover-chrome.html,Duravit 0050401000 Multiple Drain Cover Chrome,__@ 0050401000,__@ $39.28,__@   2%,__@ $40.00,https://www.kbauthority.com/images/T/33/51414_web2_prod_normal_2-01.jpg,"Duravit 0050401000 Multiple Drain Cover Chrome
Individuality, elegance, and precision define the Duravit brand. From high efficiency toilets to vanity consoles, Duravit's team of top notch designers will fill your home with style and functionality.
SKU: 0050401000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050401000 Multiple Drain Cover Chrome</strong></h3>
<div class=""pnlMarketingCopy"" id=""ctl00_cphBodyContainer_rZoneProducts_Body_Bot1_ctl06_rRule_ctl00_ctl00_ctl00_pnlMarketingCopy"">
<span id=""ctl00_cphBodyContainer_rZoneProducts_Body_Bot1_ctl06_rRule_ctl00_ctl00_ctl00_lblMarketingCopy"">Individuality, elegance, and precision define the Duravit brand. From high efficiency toilets to vanity consoles, Duravit's team of top notch designers will fill your home with style and functionality.</span></div>
<p>
	 </p>
<h3>
<strong>SKU: 0050401000 </strong></h3>
</div>",,,,,,,,__@ 04021534218248,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050421000-urinal-screen.html,Duravit 0050421000 Urinal Screen,__@ 0050421000,__@ $42.28,__@   6%,__@ $45.00,https://www.kbauthority.com/images/T/33/51436_web2_prod_normal_2-01.jpg,"Duravit 0050421000 Urinal Screen 
SKU: 0050421000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<p>
<strong>Duravit 0050421000 Urinal Screen </strong></p>
<p> 
	 </p>
<p>
<strong>SKU: 0050421000</strong></p>
</div>",,,,,,,,__@ 04021534220296,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050511092-multiple-pop-up-basin-waste-verticle-lever-tail-piece-included.html,Duravit 0050511092 Multiple Pop-Up Basin Waste Verticle Lever Tail-Piece Included,__@ 0050511092,__@ $90.27,__@  25%,__@ $120.00,https://www.kbauthority.com/images/T/33/51469_web2_prod_normal_2-01.jpg,"Duravit 0050511092 Multiple Pop-Up Basin Waste Verticle Lever Tail-Piece Included
SKU: 0050511092","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050511092 Multiple Pop-Up Basin Waste Verticle Lever Tail-Piece Included</strong></h3>
<h3>
<strong></strong></h3>
<h3>
<strong>SKU: 0050511092</strong></h3>
</div>",,,,,,,,__@ 04021534450495,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050521092-multiple-push-open-waste-tail-piece-included.html,Duravit 0050521092 Multiple Push-Open Waste Tail-Piece Included,__@ 0050521092,__@ $90.27,__@  25%,__@ $120.00,https://www.kbauthority.com/images/T/33/51480_web2_prod_normal_2-01.jpg,"Duravit 0050521092 Multiple Push-Open Waste Tail-Piece Included  
			2"" Inch
			Push-open waster
SKU: 0050521092","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<div>
<strong>Duravit 0050521092 Multiple Push-Open Waste Tail-Piece Included  </strong></div>
<ul>
<li>
<div>
			2"" Inch</div>
</li>
<li>
<div>
			Push-open waster</div>
</li>
</ul>
<h3>
	 </h3>
<h3>
	 </h3>
<div>
	 </div>
<div>
<strong>SKU: 0050521092</strong></div>
</div>",,,,,,,,__@ 04021534450532,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050540000-multiple-siphon-elongated-dip-tube-and-outlet-pipe-chrome.html,Duravit 0050540000 Multiple Siphon Elongated Dip Tube And Outlet Pipe Chrome,__@ 0050540000,__@ $81.27,__@  23%,__@ $105.00,https://www.kbauthority.com/images/T/33/51491_web2_prod_normal_2-01.jpg,"Duravit 0050540000 Multiple Siphon Elongated Dip Tube And Outlet Pipe Chrome
SKU: 0050540000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050540000 Multiple Siphon Elongated Dip Tube And Outlet Pipe Chrome</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0050540000</strong></h3>
</div>",,,,,,,,__@ 04021534303173,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050620000-multiple-blue-cleaner-with-spray-top-6-bottles-500ml-each.html,Duravit 0050620000 Multiple Blue Cleaner With Spray Top 6 Bottles 500ml  Each,__@ 0050620000,__@ $60.27,__@  20%,__@ $75.00,https://www.kbauthority.com/images/T/33/1945135_web2_prod_normal_2-01.jpg,"Duravit 0050620000 Multiple Blue Cleaner With Spray Top 6 Bottles 500ml  Each
SKU: 0050620000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050620000 Multiple Blue Cleaner With Spray Top 6 Bottles 500ml  Each</strong></h3>
<h3>
	 </h3>
<h3>
<strong>SKU: 0050620000</strong></h3>
</div>",,,,,,,,__@ 04021534219344,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050720000-multiple-mounting-kit-for-pre-wall-carriers-for-sensowash.html,Duravit 0050720000 Multiple Mounting Kit For Pre-Wall Carriers For SensoWash,__@ 0050720000,__@ $66.27,__@  17%,__@ $80.00,https://www.kbauthority.com/images/T/33/770031_web2_prod_normal_2-01.jpg,"Duravit 0050720000 Multiple Mounting Kit For Pre-Wall Carriers For SensoWash
SKU: 0050720000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0050720000 Multiple Mounting Kit For Pre-Wall Carriers For SensoWash</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0050720000</strong></h3>
</div>",,,,,,,,__@ 04021534836732,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0051120000-multiple-siphon-for-horizontal-outlet-2-inches-concealed.html,Duravit 0051120000 Multiple Siphon For Horizontal Outlet 2 Inches (concealed),__@ 0051120000,__@ $54.27,__@  10%,__@ $60.00,https://www.kbauthority.com/images/T/33/127047_web2_prod_normal_2-01.jpg,"Duravit 0051120000 Multiple Siphon For Horizontal Outlet 2 Inches (concealed)
SKU: 0051120000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0051120000 Multiple Siphon For Horizontal Outlet 2 Inches (concealed)</strong></h3>
<h3>
<strong></strong></h3>
<h3>
<strong>SKU: 0051120000</strong></h3>
</div>",,,,,,,,__@ 04021534317729,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0051130000-siphon-with-horizontal-outlet-concealed-0-1-1-1-gal.html,"Duravit 0051130000 Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 Gal",__@ 0051130000,__@ $68.92,__@  23%,__@ $90.00,https://www.kbauthority.com/images/T/314/0051130000_Duravit.jpg,"Duravit 0051130000 Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 GalDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 GalSKU: 0051130000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<p><strong>Duravit 0051130000 Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 Gal</strong></p><p>Duravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.</p><p><strong>Features:</strong></p><ul><li>Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 Gal</li></ul><p><strong>SKU: 0051130000</strong></p>
</div>",,,,,,,,__@ 04053424057316,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0055030000-multiple-fixings-for-siphon-cover.html,Duravit 0055030000 Multiple Fixings For Siphon Cover,__@ 0055030000,__@ $39.28,__@   2%,__@ $40.00,https://www.kbauthority.com/images/T/33/51513_web2_prod_normal_2-01.jpg,"Duravit 0055030000 Multiple Fixings For Siphon Cover
SKU: 0055030000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0055030000 Multiple Fixings For Siphon Cover</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0055030000</strong></h3>
</div>",,,,,,,,__@ 04021534168277,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0055040000-multiple-fixings-for-siphon-cover-happy-d-418.65-and-418.50.html,Duravit 0055040000 Multiple Fixings For Siphon Cover Happy D 418.65 and 418.50,__@ 0055040000,__@ $39.28,__@   2%,__@ $40.00,https://www.kbauthority.com/images/T/33/51502_web2_prod_normal_2-01.jpg,"Duravit 0055040000 Multiple Fixings For Siphon Cover Happy D 418.65 and 418.50
SKU: 0055040000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0055040000 Multiple Fixings For Siphon Cover Happy D 418.65 and 418.50</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0055040000</strong></h3>
</div>",,,,,,,,__@ 04021534212321,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0055050000-multiple-fixings-for-siphon-cover-2nd-floor-handrinse-basin-079050.html,Duravit 0055050000 Multiple Fixings For Siphon Cover 2nd Floor Handrinse Basin 079050,__@ 0055050000,__@ $39.28,__@   2%,__@ $40.00,https://www.kbauthority.com/images/T/33/573877_web2_prod_normal_2-01.jpg,"Duravit 0055050000 Multiple Fixings For Siphon Cover 2nd Floor Handrinse Basin 079050
SKU: 0055050000","<div class="""" id=""product_fulldescr"" itemprop=""description"">
<div id=""banner-system-R"">
</div>
<h3>
<strong>Duravit 0055050000 Multiple Fixings For Siphon Cover 2nd Floor Handrinse Basin 079050</strong></h3>
<h3> 
	 </h3>
<h3>
<strong>SKU: 0055050000</strong></h3>
</div>",,,,,,,,__@ 04021534316807,,,,,,,,,,,,,,,,,,,,,,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",__@ Paiova
