Website,SKU,Link(from where we get info),Name,Type of product,Model/Color,Material,Price,Promo Price,Description of a product (romantic),Size,Info from the file,Width,Depth,Height,Weight,Bullet1,Bullet2,Bullet3,Bullet4,Bullet5,Bullet6,Bullet7,Bullet8,Bullet9,Bullet10,Bullet11,Bullet12,Bullet13,Bullet14,Bullet15,Name of the document1,Downloads1,Name of the document2,Downloads2,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8,Image9,Image10
https://ofminc.com/,161-PT32-WHT,https://ofminc.com/products/ofm-161-pt32-table,"OFM 161 Collection Mid Century Modern 32"" Round Bistro Table, Solid Wood Legs (161-PT32)",Table,White,,76.07,,"<p>The OFM 161 Collection Mid Century Modern 32"" Round Bistro Table, Solid Wood Legs provides a modern touch to your dining area, or any location where an accent table is needed. The ultra modern sleek white wood top blends seamlessly with any decor.
</p>",,http://images.salsify.com/image/upload/s--CVkIzXze--/ziil8ym0ebcao7fg637f.pdf,,,,,Sleek wood top,Solid natural wood legs,Easy to clean,Quick and easy assembly,Adjustable glides with built in floor protectors,Versatile table can be used in multiple locations,"Table measures 31.50"" D x 31.50"" W x 28.35"" H and holds up to 275 lb of weight",Backed by the OFM 5-Year Limited Warranty,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--dOUfkwCw--/bif1ggvpsqqux6lspzp1.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--CVkIzXze--/ziil8ym0ebcao7fg637f.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bermmjfjuwoovkpooqfp_large.jpg?v=1602702717,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wz5z6spgfrrdpvdctdzh_large.jpg?v=1603215884,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/oracnix2ch8opqpwovbe_large.jpg?v=1603215884,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/kjx6c5x6es2wylewpwf9_large.jpg?v=1603215884,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pxdc40jhpgrhksdgzrpn_large.jpg?v=1603215884,,,,,
https://ofminc.com/,161-PCTA-WHT,https://ofminc.com/products/ofm-161-pcta-table,"OFM 161 Collection Mid Century Modern Plastic Coffee Table, Solid Wood Legs (161-PCTA)",Table,White,,47.06,,"<p>The OFM 161 Collection Mid Century Modern Plastic Coffee Table, Solid Wood Legs is a fun throwback decor piece that provides a funky or sophisticated vibe, depending on where you place it. This retro coffee table features a tray top.
</p>",,http://images.salsify.com/image/upload/s--N_wQN7ss--/sndmzx6bkiljtmkqjsub.pdf,,,,,Retro coffee table with a plastic top and 4 wooden legs,Four legs for the base are made of solid wood with natural finish,Tray top table surface,Easy to clean,Felt floor protectors prevent surface scratches and marks,Quick and easy assembly,Versatile table can be used in multiple locations,"Table measures 31.50"" D x 31.50"" W x 17.72"" H and holds up to 275 lb of weight",Backed by the OFM 5-Year Limited Warranty,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--Uq0SZFYA--/psn9qs3h7amuv5odaltv.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--N_wQN7ss--/sndmzx6bkiljtmkqjsub.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xdkqflro2uda1uctjy4d_large.jpg?v=1602702707,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/thbi9yzrb8kszyi4z74y_large.jpg?v=1603215784,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xqot7jxvluuqgtztvc4i_large.jpg?v=1603215784,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ibyq3jkoqaj9c5yhjr7s_large.jpg?v=1603215784,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vsgstsclodr9gs5glw4f_large.jpg?v=1603215784,,,,,
https://ofminc.com/,161-PSTA-WHT,https://ofminc.com/products/ofm-161-psta-table,"OFM 161 Collection Mid Century Modern Plastic End Table, Solid Wood Legs (161-PSTA)",Table,White,,22.88,,"<p>The OFM 161 Collection Mid Century Modern Plastic End Table, Solid Wood Legs is a fun throwback decor piece that provides a funky or sophisticated vibe, depending on where you place it. This retro end table features a tray top surface.
</p>",,http://images.salsify.com/image/upload/s--eISNZiFg--/szowaitt1xuetqzpp48j.pdf,,,,,Retro end table with a plastic top and 3 wooden legs,Side table with 3 legs,Tray top table surface,Easy to clean,Felt floor protectors prevent surface scratches and marks,Quick and easy assembly,Versatile table can be used in multiple locations,"Table measures 19.69"" D x 19.69"" W x 17.72"" H and holds up to 275 lb of weight",Backed by the OFM 5-Year Limited Warranty,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--sJYhSY92--/mgkygy3mre6pwmhua5el.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--eISNZiFg--/szowaitt1xuetqzpp48j.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rg2fg9y7o1hqsqhxyxhf_large.jpg?v=1602702714,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/k12tlwypkh9l93ideghd_large.jpg?v=1603215863,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/hmbfcebeoiksvcegwflx_large.jpg?v=1603215863,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/uhzuhojuojtasnmlkmor_large.jpg?v=1603215863,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/zpqybykdcl4inf2okzfh_large.jpg?v=1603215863,,,,,
https://ofminc.com/,161-FLC2-DGRY,https://ofminc.com/products/ofm-161-flc2-guest-accent-chair,"OFM 161 Collection Mid Century Modern Tufted Fabric Accent Chair with Arms and Lumbar Support Pillow, Walnut Legs (161-FLC2)",Chair,Dark Gray,,245.16,,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Accent Chair with Arms and Lumbar Support Pillow brings a touch of elegance to any location. The chair features a tufted back, a 6.5"" thick base cushion, and a lumbar pillow.
</p>",,http://images.salsify.com/image/upload/s--3GsInhQJ--/bffrjcodebg30gaspnhu.pdf,,,,,Fabric upholstered accent chair,Accent chair features a tufted back,"6.5"" thick base cushion with pocket springs and foam",Low profile arms and back,Stylish Walnut legs will hold users up to 225 lb,Chair comes with a lumbar pillow,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile chair can be used in multiple applications,"Chair measures 32.68"" D x 35.43"" W x 32.68"" H",,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--RBN1JyZj--/e4ga6jdov7wbw2tn5xzc.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--3GsInhQJ--/bffrjcodebg30gaspnhu.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fyc44twpb2ywkghudx2v_37c60d79-b86a-4c6e-9530-86d92530bde6_large.jpg?v=1602702691,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/w4wgx8ztlrf9doykjoqd_c0955957-dbde-47e0-8dbc-75db9d439977_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ffscwe96kkeanxak7kq1_f78dc2cf-7df7-4907-b0ed-41b567efb3e4_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/khppmblbqogyhrq2ivsr_ae77cee5-388f-4e36-99f9-4d32d018f398_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/docgsvioepf1ygffcj2w_6e0a7d13-720e-45b5-848a-2053f752bf7b_large.jpg?v=1603215650,,,,,
https://ofminc.com/,161-FLC2-LGRY,https://ofminc.com/products/ofm-161-flc2-guest-accent-chair,"OFM 161 Collection Mid Century Modern Tufted Fabric Accent Chair with Arms and Lumbar Support Pillow, Walnut Legs (161-FLC2)",Chair,Light Gray,,245.16,,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Accent Chair with Arms and Lumbar Support Pillow brings a touch of elegance to any location. The chair features a tufted back, a 6.5"" thick base cushion, and a lumbar pillow.
</p>",,http://images.salsify.com/image/upload/s--3GsInhQJ--/bffrjcodebg30gaspnhu.pdf,,,,,Fabric upholstered accent chair,Accent chair features a tufted back,"6.5"" thick base cushion with pocket springs and foam",Low profile arms and back,Stylish Walnut legs will hold users up to 225 lb,Chair comes with a lumbar pillow,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile chair can be used in multiple applications,"Chair measures 32.68"" D x 35.43"" W x 32.68"" H",,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--RBN1JyZj--/e4ga6jdov7wbw2tn5xzc.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--3GsInhQJ--/bffrjcodebg30gaspnhu.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fcnui6fatqewfsu82h9g_53ed235d-f0d9-4a7e-a00c-ceca4be2bd98_large.jpg?v=1603140786,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rklb8sbcw8r5gq4ituk1_ecc08a07-71e1-4ddc-ab0f-3e31ebb79970_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/zicknzezj8i0ojamp5pm_61735b5f-fbeb-4f1a-b1d6-1f2790547d38_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/geg3bwvfzszm4gdqqbce_e2fb746f-375f-4196-a1be-8f3b2fc17c43_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/qsxkb2cu5bor08kryj4c_1c1f1ebf-d957-46d8-bc8d-0c70fec7eb63_large.jpg?v=1603215650,,,,,
https://ofminc.com/,161-FLC2-BGE,https://ofminc.com/products/ofm-161-flc2-guest-accent-chair,"OFM 161 Collection Mid Century Modern Tufted Fabric Accent Chair with Arms and Lumbar Support Pillow, Walnut Legs (161-FLC2)",Chair,Beige,,245.16,,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Accent Chair with Arms and Lumbar Support Pillow brings a touch of elegance to any location. The chair features a tufted back, a 6.5"" thick base cushion, and a lumbar pillow.
</p>",,http://images.salsify.com/image/upload/s--3GsInhQJ--/bffrjcodebg30gaspnhu.pdf,,,,,Fabric upholstered accent chair,Accent chair features a tufted back,"6.5"" thick base cushion with pocket springs and foam",Low profile arms and back,Stylish Walnut legs will hold users up to 225 lb,Chair comes with a lumbar pillow,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile chair can be used in multiple applications,"Chair measures 32.68"" D x 35.43"" W x 32.68"" H",,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--RBN1JyZj--/e4ga6jdov7wbw2tn5xzc.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--3GsInhQJ--/bffrjcodebg30gaspnhu.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/qjzpuwbdsdy2lmnrz4nd_0658593f-4f5d-416c-8c4f-f6240e474491_large.jpg?v=1603140786,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wj5pgrn43rzhyxsd8w8k_3d07e3e5-1665-459e-8b5d-a0ad5c095d3a_large.jpg?v=1603215650,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/irov6qhjqbxddm2sx1it_aef68237-d83d-4d67-b5ea-7987548dbb39_large.jpg?v=1603215651,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/khnpihrxrge5xvqiuhrw_d4c2e137-f90f-4edc-a432-4f07a05ce408_large.jpg?v=1603215651,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ngxapdzioyqyeubyihg8_172bd196-4361-4d7c-a164-aad171c8104c_large.jpg?v=1603215651,,,,,
https://ofminc.com/,161-FLC1-LGRY,https://ofminc.com/products/ofm-161-flc1-guest-accent-chair,"OFM 161 Collection Mid Century Modern Tufted Fabric Lounge Chair with Ottoman, Solid Honey Beechwood Legs (161-FLC1)",Chair,Light Gray,,278.64,,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Lounge Chair with Ottoman, Solid Honey Beechwood Legs, is a stunning piece that delivers a wingback chair meets mid century modern vibe that is sure to be a conversation starter.
</p>",,http://images.salsify.com/image/upload/s--1cATOCcH--/wsjeb4tmaep6ok8qbybv.pdf,,,,,Lounge chair features a tufted back,"3.5"" thick plush base cushion",Tufted ottoman included with lounge chair,Stylish natural wood legs will hold users up to 225 lb,Quick and easy installation,Plastic floor protectors,Versatile chair can be used in multiple applications,"Chairs measure 29.92"" D x 27.56"" W x 38.58"" H",Backed by the OFM 5-Year Limited Warranty,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--Bvng40n5--/hqv1179aba0cengzypgl.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--1cATOCcH--/wsjeb4tmaep6ok8qbybv.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rqouswdl5zkyrhwqe8un_large.jpg?v=1602702687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/iyekjvgl3qsspvqtaul8_e728bc37-8612-45d6-954b-ad9903b4b71f_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pnh0tcqymz5ahjlejqw3_68121237-1569-4cd6-be28-c842375f9d06_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/qlfbdqxnqe7ikg2dyyda_dd52e09f-6c04-4eb9-8421-24fdc4f513f6_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pll0duwlwohgvbghiv9w_a93bd57b-b849-40a7-ae9e-19387c0971ab_large.jpg?v=1603215621,,,,,
https://ofminc.com/,161-FLC1-BGE,https://ofminc.com/products/ofm-161-flc1-guest-accent-chair,"OFM 161 Collection Mid Century Modern Tufted Fabric Lounge Chair with Ottoman, Solid Honey Beechwood Legs (161-FLC1)",Chair,Beige,,239.94,278.64,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Lounge Chair with Ottoman, Solid Honey Beechwood Legs, is a stunning piece that delivers a wingback chair meets mid century modern vibe that is sure to be a conversation starter.
</p>",,http://images.salsify.com/image/upload/s--1cATOCcH--/wsjeb4tmaep6ok8qbybv.pdf,,,,,Lounge chair features a tufted back,"3.5"" thick plush base cushion",Tufted ottoman included with lounge chair,Stylish natural wood legs will hold users up to 225 lb,Quick and easy installation,Plastic floor protectors,Versatile chair can be used in multiple applications,"Chairs measure 29.92"" D x 27.56"" W x 38.58"" H",Backed by the OFM 5-Year Limited Warranty,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--Bvng40n5--/hqv1179aba0cengzypgl.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--1cATOCcH--/wsjeb4tmaep6ok8qbybv.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ue2s3fdr0uq5qdpmqdpb_large.jpg?v=1603140198,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gbuharjjjkmihyntc1jd_fb31446c-5d59-47be-b59e-e7e9c6002d0c_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xcv0itt17wxsz2c0tlon_75a32b92-a248-4b8b-acf1-4e3d7301dcfa_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/v1g4hepl26a4djeldpwi_e3c46c14-d5e1-488b-99ad-d1e658934233_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/u4zcwyuon3or2hymkpfq_c3741a39-c401-45a9-a375-30bdba83287f_large.jpg?v=1603215621,,,,,
https://ofminc.com/,161-FLC1-TEAL,https://ofminc.com/products/ofm-161-flc1-guest-accent-chair,"OFM 161 Collection Mid Century Modern Tufted Fabric Lounge Chair with Ottoman, Solid Honey Beechwood Legs (161-FLC1)",Chair,Teal,,239.94,278.64,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Lounge Chair with Ottoman, Solid Honey Beechwood Legs, is a stunning piece that delivers a wingback chair meets mid century modern vibe that is sure to be a conversation starter.
</p>",,http://images.salsify.com/image/upload/s--1cATOCcH--/wsjeb4tmaep6ok8qbybv.pdf,,,,,Lounge chair features a tufted back,"3.5"" thick plush base cushion",Tufted ottoman included with lounge chair,Stylish natural wood legs will hold users up to 225 lb,Quick and easy installation,Plastic floor protectors,Versatile chair can be used in multiple applications,"Chairs measure 29.92"" D x 27.56"" W x 38.58"" H",Backed by the OFM 5-Year Limited Warranty,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--Bvng40n5--/hqv1179aba0cengzypgl.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--1cATOCcH--/wsjeb4tmaep6ok8qbybv.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/flfibnoplqi3lbhzrsyi_large.jpg?v=1603140198,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gzasbbucywf8a5pvlssr_96d0a5c3-00d4-4487-b5af-1f14e4d95a80_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fynenwwa999noftzsqle_81892909-60e7-491d-b521-98b714b74add_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/nlq2nxvp12egbq7nb0bs_9ec30e80-c37e-427c-a964-a67ecb8591e4_large.jpg?v=1603215621,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/cijksmt3npkdhnvpj7eb_bfa19b0b-33c2-48d7-9780-2799472fff13_large.jpg?v=1603215621,,,,,
https://ofminc.com/,161-FLS2-DGRY,https://ofminc.com/products/ofm-161-fls2-guest-accent-sofa,"OFM 161 Collection Mid Century Modern Tufted Fabric Loveseat Sofa with Lumbar Support Pillows, Walnut Legs (161-FLS2)",,Dark Gray,,321.78,622.80,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Loveseat Sofa with Lumbar Support Pillows brings a touch of elegance to any location. The loveseat features a tufted back, two 6.5"" thick base cushions, and two lumbar pillows.
</p>",,http://images.salsify.com/image/upload/s--tXCh-8Ew--/azg2mk2mwvbagpugp6mc.pdf,,,,,Fabric upholstered accent loveseat,Couch features a tufted back,"6.5"" thick base cushions with pocket springs and foam",Low profile arms and back,Stylish Walnut legs will hold users up to 225 lb,Sofa comes with two lumbar pillows,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile sofa can be used in multiple applications,"Chair measures 57.09"" D x 32.68"" W x 32.68"" H",,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--XaaaEUTr--/dj8einnzsnm5aovgwci9.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--tXCh-8Ew--/azg2mk2mwvbagpugp6mc.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gzokoobp9a1d24dcxknk_large.jpg?v=1602702695,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ps47kvhe70ar7g3myfo8_551acb70-df5e-4dc7-bb3f-de4630da9fe2_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bv763tnukpulwi21c8za_cdb717f6-591e-4068-acea-c8f7b0a7d339_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/g6g4nryupc8gprgsahab_c6ed9aa6-30fe-4b04-a264-18fb4533a30b_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ugoc4xiszfr7i0wouv14_bfce879b-35cc-4fc3-be0d-e48477d8568e_large.jpg?v=1603215687,,,,,
https://ofminc.com/,161-FLS2-BGE,https://ofminc.com/products/ofm-161-fls2-guest-accent-sofa,"OFM 161 Collection Mid Century Modern Tufted Fabric Loveseat Sofa with Lumbar Support Pillows, Walnut Legs (161-FLS2)",,Beige,,321.78,622.80,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Loveseat Sofa with Lumbar Support Pillows brings a touch of elegance to any location. The loveseat features a tufted back, two 6.5"" thick base cushions, and two lumbar pillows.
</p>",,http://images.salsify.com/image/upload/s--tXCh-8Ew--/azg2mk2mwvbagpugp6mc.pdf,,,,,Fabric upholstered accent loveseat,Couch features a tufted back,"6.5"" thick base cushions with pocket springs and foam",Low profile arms and back,Stylish Walnut legs will hold users up to 225 lb,Sofa comes with two lumbar pillows,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile sofa can be used in multiple applications,"Chair measures 57.09"" D x 32.68"" W x 32.68"" H",,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--XaaaEUTr--/dj8einnzsnm5aovgwci9.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--tXCh-8Ew--/azg2mk2mwvbagpugp6mc.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/cttwupdprj1ubscibkaj_large.jpg?v=1603140230,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gutdpsaneuuzlmpivxoz_f6f2c42f-ad1f-4e86-9820-48694c852183_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/puvrqitnwnoksjn8zjjj_87da9601-34c0-4f68-b4c5-0a66ea42ecb3_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/x4wizbnfvdupcsocase0_3ffa2d13-5988-42e6-839a-916c7bcd22bd_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rgcnqpwzhafktx85rska_7301632e-b3d7-4530-b106-2e483f1d7f4a_large.jpg?v=1603215687,,,,,
https://ofminc.com/,161-FLS2-LGRY,https://ofminc.com/products/ofm-161-fls2-guest-accent-sofa,"OFM 161 Collection Mid Century Modern Tufted Fabric Loveseat Sofa with Lumbar Support Pillows, Walnut Legs (161-FLS2)",,Light Gray,,321.78,622.80,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Loveseat Sofa with Lumbar Support Pillows brings a touch of elegance to any location. The loveseat features a tufted back, two 6.5"" thick base cushions, and two lumbar pillows.
</p>",,http://images.salsify.com/image/upload/s--tXCh-8Ew--/azg2mk2mwvbagpugp6mc.pdf,,,,,Fabric upholstered accent loveseat,Couch features a tufted back,"6.5"" thick base cushions with pocket springs and foam",Low profile arms and back,Stylish Walnut legs will hold users up to 225 lb,Sofa comes with two lumbar pillows,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile sofa can be used in multiple applications,"Chair measures 57.09"" D x 32.68"" W x 32.68"" H",,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--XaaaEUTr--/dj8einnzsnm5aovgwci9.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--tXCh-8Ew--/azg2mk2mwvbagpugp6mc.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/zbgxwyd7r0sedibtpnuj_large.jpg?v=1603140230,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/br4gpyteiavrus0m9gpe_a842b8d3-d807-45c3-8224-5d096abc20ab_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vvp8uuul3fxtor0ll48v_2d2c2486-b323-4526-a4c8-164c00caf135_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ie69knl7qxgh4ld2kajo_0afed57f-39bb-4abd-ab35-546740022ac0_large.jpg?v=1603215687,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/eoqrnzcsfxdevbnjti36_59d0049e-0f39-435c-813e-d6ec689b71b8_large.jpg?v=1603215687,,,,,
https://ofminc.com/,161-OTT2-BGE,https://ofminc.com/products/ofm-161-ott2-ottoman,"OFM 161 Collection Mid Century Modern Tufted Fabric Storage Ottoman, Walnut Legs (161-OTT2)",,Beige,,71.42,138.24,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Storage Ottoman brings a touch of elegance to any location. The ottoman features a tufted accent top cushion and a child safety hinge which only closes when you push down the top.
</p>",,http://images.salsify.com/image/upload/s--Y3KRvEM0--/znnbkxieek3w3cito5td.pdf,,,,,Fabric upholstered storage ottoman,Foot stool features a tufted accent top cushion,Hinged top for easy opening,Ottoman has storage space inside,Stylish Walnut legs will hold up to 250 lb of weight,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile storage ottoman can be used in multiple applications,"Ottoman measures 22.83"" D x 29.53"" W x 17.72"" H",Backed by the OFM 5-Year Limited Warranty,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s---IBvpub2--/j4h6oqlsqvver0tgth5q.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Y3KRvEM0--/znnbkxieek3w3cito5td.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/aus9mkmxk6logrpgvsea_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pw2yovaplghn2cke4joi_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rux2fbqvqryhmlalrfm4_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/s632w8seiwejbjrwrz84_433fc2e1-0d3b-4b81-bf30-f1a1e68d462b_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ny5bjkiofozbznhsx34j_8f2a1e28-5d4c-4bf8-a01b-8b94a237b309_large.jpg?v=1603396701,,,,,
https://ofminc.com/,161-OTT2-LGRY,https://ofminc.com/products/ofm-161-ott2-ottoman,"OFM 161 Collection Mid Century Modern Tufted Fabric Storage Ottoman, Walnut Legs (161-OTT2)",,Light Gray,,71.42,138.24,"<p>The OFM 161 Collection Mid Century Modern Tufted Fabric Storage Ottoman brings a touch of elegance to any location. The ottoman features a tufted accent top cushion and a child safety hinge which only closes when you push down the top.
</p>",,http://images.salsify.com/image/upload/s--Y3KRvEM0--/znnbkxieek3w3cito5td.pdf,,,,,Fabric upholstered storage ottoman,Foot stool features a tufted accent top cushion,Hinged top for easy opening,Ottoman has storage space inside,Stylish Walnut legs will hold up to 250 lb of weight,Quick and easy installation,Adjustable feet glides prevent scratches and adjust for uneven surfaces,Versatile storage ottoman can be used in multiple applications,"Ottoman measures 22.83"" D x 29.53"" W x 17.72"" H",Backed by the OFM 5-Year Limited Warranty,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s---IBvpub2--/j4h6oqlsqvver0tgth5q.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Y3KRvEM0--/znnbkxieek3w3cito5td.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/kdjxlnqtqaczrx6kvt0n_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gf6ulvaabnas1k6r1zfb_72b92b35-bc07-4900-a15c-c097b4ae13f9_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/qx3dlpga7cdlaavtyocr_e377a0de-304c-4649-b400-bb751ab7ea8a_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/t6fntvx8aayqqxrfjnuq_5ca27645-94d6-4cd9-9882-14906ec6b685_large.jpg?v=1603396701,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ajfzbi5lplhgu7jgy4lo_96f2965c-954b-403a-be35-cbb1b0b9d471_large.jpg?v=1603396701,,,,,
